             Vardas                           Pavarde                     Galutinis (Vid.)         
           Vardas8215                       Pavarde8215                         2.48               
           Vardas8218                       Pavarde8218                         4.66               
           Vardas8221                       Pavarde8221                         2.95               
           Vardas8222                       Pavarde8222                         2.96               
           Vardas8228                       Pavarde8228                         4.30               
           Vardas8229                       Pavarde8229                         1.66               
           Vardas8230                       Pavarde8230                         1.52               
           Vardas8232                       Pavarde8232                         3.07               
           Vardas8236                       Pavarde8236                         4.89               
           Vardas8237                       Pavarde8237                         3.87               
           Vardas8238                       Pavarde8238                         1.80               
           Vardas8241                       Pavarde8241                         4.92               
           Vardas8243                       Pavarde8243                         2.11               
           Vardas8244                       Pavarde8244                         3.94               
           Vardas8245                       Pavarde8245                         1.86               
           Vardas8246                       Pavarde8246                         2.31               
           Vardas8250                       Pavarde8250                         1.72               
           Vardas8251                       Pavarde8251                         3.70               
           Vardas8255                       Pavarde8255                         4.70               
           Vardas8257                       Pavarde8257                         3.31               
           Vardas8259                       Pavarde8259                         4.30               
           Vardas8261                       Pavarde8261                         1.65               
           Vardas8263                       Pavarde8263                         4.06               
           Vardas8264                       Pavarde8264                         1.95               
           Vardas8271                       Pavarde8271                         1.99               
           Vardas8272                       Pavarde8272                         1.39               
           Vardas8275                       Pavarde8275                         1.48               
           Vardas8276                       Pavarde8276                         4.69               
           Vardas8279                       Pavarde8279                         2.60               
           Vardas8280                       Pavarde8280                         2.32               
           Vardas8281                       Pavarde8281                         4.58               
           Vardas8283                       Pavarde8283                         4.34               
           Vardas8287                       Pavarde8287                         1.39               
           Vardas8291                       Pavarde8291                         2.16               
           Vardas8292                       Pavarde8292                         3.60               
           Vardas8294                       Pavarde8294                         3.83               
           Vardas8296                       Pavarde8296                         3.81               
           Vardas8300                       Pavarde8300                         2.56               
           Vardas8303                       Pavarde8303                         4.01               
           Vardas8304                       Pavarde8304                         1.54               
           Vardas8305                       Pavarde8305                         1.64               
           Vardas8308                       Pavarde8308                         1.61               
           Vardas8309                       Pavarde8309                         4.60               
           Vardas8310                       Pavarde8310                         3.34               
           Vardas8312                       Pavarde8312                         3.97               
           Vardas8320                       Pavarde8320                         2.04               
           Vardas8322                       Pavarde8322                         3.94               
           Vardas8323                       Pavarde8323                         2.94               
           Vardas8327                       Pavarde8327                         3.08               
           Vardas8328                       Pavarde8328                         4.46               
           Vardas8331                       Pavarde8331                         1.87               
           Vardas8332                       Pavarde8332                         4.09               
           Vardas8333                       Pavarde8333                         2.90               
           Vardas8334                       Pavarde8334                         2.79               
           Vardas8335                       Pavarde8335                         3.60               
           Vardas8336                       Pavarde8336                         3.87               
           Vardas8338                       Pavarde8338                         2.24               
           Vardas8339                       Pavarde8339                         3.34               
           Vardas8340                       Pavarde8340                         2.19               
           Vardas8341                       Pavarde8341                         1.65               
           Vardas8342                       Pavarde8342                         3.31               
           Vardas8343                       Pavarde8343                         4.97               
           Vardas8344                       Pavarde8344                         4.71               
           Vardas8345                       Pavarde8345                         2.81               
           Vardas8346                       Pavarde8346                         2.68               
           Vardas8349                       Pavarde8349                         2.95               
           Vardas8352                       Pavarde8352                         3.43               
           Vardas8353                       Pavarde8353                         3.25               
           Vardas8354                       Pavarde8354                         2.77               
           Vardas8357                       Pavarde8357                         4.15               
           Vardas8360                       Pavarde8360                         4.90               
           Vardas8362                       Pavarde8362                         2.81               
           Vardas8363                       Pavarde8363                         4.35               
           Vardas8367                       Pavarde8367                         4.21               
           Vardas8370                       Pavarde8370                         4.82               
           Vardas8372                       Pavarde8372                         3.90               
           Vardas8374                       Pavarde8374                         4.86               
           Vardas8377                       Pavarde8377                         2.28               
           Vardas8383                       Pavarde8383                         2.50               
           Vardas8384                       Pavarde8384                         3.09               
           Vardas8385                       Pavarde8385                         3.75               
           Vardas8386                       Pavarde8386                         2.81               
           Vardas8390                       Pavarde8390                         3.51               
           Vardas8391                       Pavarde8391                         4.57               
           Vardas8394                       Pavarde8394                         4.50               
           Vardas8396                       Pavarde8396                         4.09               
           Vardas8398                       Pavarde8398                         4.33               
           Vardas8399                       Pavarde8399                         1.64               
           Vardas8401                       Pavarde8401                         3.79               
           Vardas8402                       Pavarde8402                         2.62               
           Vardas8406                       Pavarde8406                         4.48               
           Vardas8407                       Pavarde8407                         3.86               
           Vardas8408                       Pavarde8408                         4.08               
           Vardas8411                       Pavarde8411                         3.35               
           Vardas8413                       Pavarde8413                         3.77               
           Vardas8416                       Pavarde8416                         2.43               
           Vardas8420                       Pavarde8420                         3.89               
           Vardas8422                       Pavarde8422                         4.23               
           Vardas8423                       Pavarde8423                         3.14               
           Vardas8427                       Pavarde8427                         4.11               
           Vardas8429                       Pavarde8429                         4.21               
           Vardas8431                       Pavarde8431                         3.32               
           Vardas8432                       Pavarde8432                         2.61               
           Vardas8434                       Pavarde8434                         4.00               
           Vardas8436                       Pavarde8436                         2.02               
           Vardas8437                       Pavarde8437                         2.40               
           Vardas8438                       Pavarde8438                         2.15               
           Vardas8439                       Pavarde8439                         3.62               
           Vardas8440                       Pavarde8440                         3.56               
           Vardas8441                       Pavarde8441                         2.65               
           Vardas8443                       Pavarde8443                         4.14               
           Vardas8448                       Pavarde8448                         3.10               
           Vardas8449                       Pavarde8449                         1.96               
           Vardas8450                       Pavarde8450                         3.23               
           Vardas8451                       Pavarde8451                         3.93               
           Vardas8452                       Pavarde8452                         1.55               
           Vardas8456                       Pavarde8456                         2.13               
           Vardas8458                       Pavarde8458                         4.44               
           Vardas8459                       Pavarde8459                         4.49               
           Vardas8461                       Pavarde8461                         4.32               
           Vardas8463                       Pavarde8463                         3.55               
           Vardas8464                       Pavarde8464                         4.40               
           Vardas8465                       Pavarde8465                         4.77               
           Vardas8466                       Pavarde8466                         3.79               
           Vardas8469                       Pavarde8469                         1.37               
           Vardas8471                       Pavarde8471                         2.59               
           Vardas8472                       Pavarde8472                         2.83               
           Vardas8474                       Pavarde8474                         3.77               
           Vardas8475                       Pavarde8475                         3.25               
           Vardas8476                       Pavarde8476                         2.55               
           Vardas8478                       Pavarde8478                         1.84               
           Vardas8479                       Pavarde8479                         4.27               
           Vardas8480                       Pavarde8480                         3.55               
           Vardas8481                       Pavarde8481                         4.73               
           Vardas8484                       Pavarde8484                         2.70               
           Vardas8487                       Pavarde8487                         2.33               
           Vardas8489                       Pavarde8489                         3.05               
           Vardas8493                       Pavarde8493                         2.92               
           Vardas8494                       Pavarde8494                         3.50               
           Vardas8496                       Pavarde8496                         4.19               
           Vardas8497                       Pavarde8497                         3.28               
           Vardas8500                       Pavarde8500                         3.93               
           Vardas8502                       Pavarde8502                         2.46               
           Vardas8504                       Pavarde8504                         3.45               
           Vardas8508                       Pavarde8508                         1.89               
           Vardas8513                       Pavarde8513                         4.29               
           Vardas8515                       Pavarde8515                         1.93               
           Vardas8516                       Pavarde8516                         4.59               
           Vardas8525                       Pavarde8525                         4.26               
           Vardas8528                       Pavarde8528                         4.85               
           Vardas8531                       Pavarde8531                         3.87               
           Vardas8532                       Pavarde8532                         1.90               
           Vardas8533                       Pavarde8533                         3.91               
           Vardas8534                       Pavarde8534                         1.53               
           Vardas8535                       Pavarde8535                         4.86               
           Vardas8536                       Pavarde8536                         3.46               
           Vardas8537                       Pavarde8537                         3.51               
           Vardas8542                       Pavarde8542                         4.70               
           Vardas8543                       Pavarde8543                         2.68               
           Vardas8544                       Pavarde8544                         3.37               
           Vardas8547                       Pavarde8547                         4.91               
           Vardas8548                       Pavarde8548                         2.91               
           Vardas8549                       Pavarde8549                         2.10               
           Vardas8553                       Pavarde8553                         1.93               
           Vardas8555                       Pavarde8555                         3.98               
           Vardas8559                       Pavarde8559                         2.52               
           Vardas8560                       Pavarde8560                         3.01               
           Vardas8563                       Pavarde8563                         3.34               
           Vardas8567                       Pavarde8567                         3.20               
           Vardas8568                       Pavarde8568                         1.23               
           Vardas8574                       Pavarde8574                         3.71               
           Vardas8575                       Pavarde8575                         3.46               
           Vardas8577                       Pavarde8577                         1.83               
           Vardas8578                       Pavarde8578                         3.30               
           Vardas8581                       Pavarde8581                         2.04               
           Vardas8582                       Pavarde8582                         3.12               
           Vardas8585                       Pavarde8585                         2.37               
           Vardas8586                       Pavarde8586                         2.65               
           Vardas8588                       Pavarde8588                         4.10               
           Vardas8589                       Pavarde8589                         3.49               
           Vardas8591                       Pavarde8591                         3.55               
           Vardas8592                       Pavarde8592                         2.52               
           Vardas8593                       Pavarde8593                         4.04               
           Vardas8595                       Pavarde8595                         3.66               
           Vardas8596                       Pavarde8596                         2.11               
           Vardas8600                       Pavarde8600                         3.55               
           Vardas8601                       Pavarde8601                         2.09               
           Vardas8604                       Pavarde8604                         3.74               
           Vardas8606                       Pavarde8606                         3.76               
           Vardas8608                       Pavarde8608                         3.02               
           Vardas8609                       Pavarde8609                         2.97               
           Vardas8610                       Pavarde8610                         3.54               
           Vardas8612                       Pavarde8612                         3.45               
           Vardas8614                       Pavarde8614                         3.26               
           Vardas8615                       Pavarde8615                         1.96               
           Vardas8618                       Pavarde8618                         4.49               
           Vardas8620                       Pavarde8620                         1.56               
           Vardas8621                       Pavarde8621                         4.02               
           Vardas8622                       Pavarde8622                         4.43               
           Vardas8624                       Pavarde8624                         4.41               
           Vardas8626                       Pavarde8626                         3.91               
           Vardas8627                       Pavarde8627                         3.04               
           Vardas8629                       Pavarde8629                         2.75               
           Vardas8637                       Pavarde8637                         2.08               
           Vardas8638                       Pavarde8638                         4.59               
           Vardas8642                       Pavarde8642                         4.59               
           Vardas8643                       Pavarde8643                         1.10               
           Vardas8644                       Pavarde8644                         2.85               
           Vardas8645                       Pavarde8645                         1.94               
           Vardas8646                       Pavarde8646                         4.56               
           Vardas8647                       Pavarde8647                         2.32               
           Vardas8648                       Pavarde8648                         2.04               
           Vardas8649                       Pavarde8649                         4.38               
           Vardas8650                       Pavarde8650                         2.67               
           Vardas8651                       Pavarde8651                         3.66               
           Vardas8652                       Pavarde8652                         2.96               
           Vardas8653                       Pavarde8653                         4.35               
           Vardas8654                       Pavarde8654                         2.98               
           Vardas8656                       Pavarde8656                         1.76               
           Vardas8657                       Pavarde8657                         1.98               
           Vardas8658                       Pavarde8658                         1.54               
           Vardas8659                       Pavarde8659                         4.96               
           Vardas8660                       Pavarde8660                         4.87               
           Vardas8661                       Pavarde8661                         4.27               
           Vardas8669                       Pavarde8669                         4.14               
           Vardas8670                       Pavarde8670                         3.35               
           Vardas8671                       Pavarde8671                         3.10               
           Vardas8672                       Pavarde8672                         2.18               
           Vardas8674                       Pavarde8674                         3.37               
           Vardas8676                       Pavarde8676                         1.75               
           Vardas8677                       Pavarde8677                         1.86               
           Vardas8678                       Pavarde8678                         3.65               
           Vardas8679                       Pavarde8679                         2.88               
           Vardas8681                       Pavarde8681                         4.30               
           Vardas8685                       Pavarde8685                         4.55               
           Vardas8689                       Pavarde8689                         4.08               
           Vardas8692                       Pavarde8692                         2.51               
           Vardas8693                       Pavarde8693                         2.75               
           Vardas8694                       Pavarde8694                         4.96               
           Vardas8697                       Pavarde8697                         1.56               
           Vardas8698                       Pavarde8698                         4.41               
           Vardas8702                       Pavarde8702                         4.02               
           Vardas8703                       Pavarde8703                         2.21               
           Vardas8704                       Pavarde8704                         2.58               
           Vardas8706                       Pavarde8706                         3.63               
           Vardas8707                       Pavarde8707                         4.55               
           Vardas8711                       Pavarde8711                         3.14               
           Vardas8713                       Pavarde8713                         3.25               
           Vardas8714                       Pavarde8714                         4.86               
           Vardas8716                       Pavarde8716                         4.98               
           Vardas8717                       Pavarde8717                         4.64               
           Vardas8720                       Pavarde8720                         2.08               
           Vardas8724                       Pavarde8724                         4.91               
           Vardas8725                       Pavarde8725                         1.43               
           Vardas8726                       Pavarde8726                         3.88               
           Vardas8727                       Pavarde8727                         2.05               
           Vardas8728                       Pavarde8728                         2.25               
           Vardas8729                       Pavarde8729                         3.21               
           Vardas8730                       Pavarde8730                         3.92               
           Vardas8732                       Pavarde8732                         4.18               
           Vardas8737                       Pavarde8737                         2.39               
           Vardas8738                       Pavarde8738                         4.40               
           Vardas8739                       Pavarde8739                         2.99               
           Vardas8741                       Pavarde8741                         4.49               
           Vardas8748                       Pavarde8748                         3.43               
           Vardas8749                       Pavarde8749                         2.62               
           Vardas8751                       Pavarde8751                         4.72               
           Vardas8753                       Pavarde8753                         3.73               
           Vardas8755                       Pavarde8755                         2.02               
           Vardas8757                       Pavarde8757                         4.20               
           Vardas8758                       Pavarde8758                         2.10               
           Vardas8759                       Pavarde8759                         4.66               
           Vardas8760                       Pavarde8760                         3.45               
           Vardas8763                       Pavarde8763                         2.79               
           Vardas8766                       Pavarde8766                         1.83               
           Vardas8767                       Pavarde8767                         4.83               
           Vardas8770                       Pavarde8770                         2.22               
           Vardas8771                       Pavarde8771                         2.94               
           Vardas8775                       Pavarde8775                         4.64               
           Vardas8777                       Pavarde8777                         4.91               
           Vardas8778                       Pavarde8778                         1.63               
           Vardas8779                       Pavarde8779                         2.13               
           Vardas8780                       Pavarde8780                         2.70               
           Vardas8781                       Pavarde8781                         2.42               
           Vardas8782                       Pavarde8782                         4.56               
           Vardas8783                       Pavarde8783                         3.64               
           Vardas8784                       Pavarde8784                         4.27               
           Vardas8786                       Pavarde8786                         4.10               
           Vardas8787                       Pavarde8787                         4.04               
           Vardas8788                       Pavarde8788                         2.00               
           Vardas8789                       Pavarde8789                         4.20               
           Vardas8794                       Pavarde8794                         4.81               
           Vardas8796                       Pavarde8796                         4.96               
           Vardas8797                       Pavarde8797                         4.67               
           Vardas8799                       Pavarde8799                         2.17               
           Vardas8803                       Pavarde8803                         3.51               
           Vardas8804                       Pavarde8804                         2.42               
           Vardas8805                       Pavarde8805                         2.86               
           Vardas8810                       Pavarde8810                         0.94               
           Vardas8811                       Pavarde8811                         3.52               
           Vardas8812                       Pavarde8812                         3.97               
           Vardas8816                       Pavarde8816                         3.00               
           Vardas8818                       Pavarde8818                         2.77               
           Vardas8819                       Pavarde8819                         2.99               
           Vardas8823                       Pavarde8823                         3.85               
           Vardas8824                       Pavarde8824                         2.32               
           Vardas8828                       Pavarde8828                         4.03               
           Vardas8829                       Pavarde8829                         4.57               
           Vardas8832                       Pavarde8832                         3.91               
           Vardas8833                       Pavarde8833                         4.76               
           Vardas8834                       Pavarde8834                         3.93               
           Vardas8835                       Pavarde8835                         2.85               
           Vardas8837                       Pavarde8837                         2.57               
           Vardas8840                       Pavarde8840                         1.78               
           Vardas8842                       Pavarde8842                         4.26               
           Vardas8843                       Pavarde8843                         3.62               
           Vardas8844                       Pavarde8844                         2.04               
           Vardas8845                       Pavarde8845                         4.43               
           Vardas8846                       Pavarde8846                         3.64               
           Vardas8848                       Pavarde8848                         2.07               
           Vardas8852                       Pavarde8852                         3.11               
           Vardas8853                       Pavarde8853                         4.87               
           Vardas8857                       Pavarde8857                         4.86               
           Vardas8860                       Pavarde8860                         2.70               
           Vardas8862                       Pavarde8862                         3.97               
           Vardas8869                       Pavarde8869                         2.20               
           Vardas8870                       Pavarde8870                         3.00               
           Vardas8871                       Pavarde8871                         3.26               
           Vardas8872                       Pavarde8872                         2.90               
           Vardas8874                       Pavarde8874                         4.65               
           Vardas8875                       Pavarde8875                         3.17               
           Vardas8876                       Pavarde8876                         1.00               
           Vardas8880                       Pavarde8880                         3.73               
           Vardas8882                       Pavarde8882                         3.97               
           Vardas8885                       Pavarde8885                         2.67               
           Vardas8887                       Pavarde8887                         3.60               
           Vardas8892                       Pavarde8892                         3.33               
           Vardas8893                       Pavarde8893                         3.53               
           Vardas8894                       Pavarde8894                         1.49               
           Vardas8895                       Pavarde8895                         4.91               
           Vardas8899                       Pavarde8899                         3.40               
           Vardas8902                       Pavarde8902                         4.77               
           Vardas8905                       Pavarde8905                         2.91               
           Vardas8906                       Pavarde8906                         3.30               
           Vardas8907                       Pavarde8907                         2.55               
           Vardas8908                       Pavarde8908                         4.78               
           Vardas8910                       Pavarde8910                         4.86               
           Vardas8911                       Pavarde8911                         2.54               
           Vardas8913                       Pavarde8913                         4.52               
           Vardas8915                       Pavarde8915                         1.61               
           Vardas8917                       Pavarde8917                         3.62               
           Vardas8918                       Pavarde8918                         4.59               
           Vardas8919                       Pavarde8919                         4.11               
           Vardas8923                       Pavarde8923                         3.81               
           Vardas8926                       Pavarde8926                         2.43               
           Vardas8930                       Pavarde8930                         2.21               
           Vardas8936                       Pavarde8936                         4.26               
           Vardas8937                       Pavarde8937                         4.13               
           Vardas8938                       Pavarde8938                         2.74               
           Vardas8939                       Pavarde8939                         1.98               
           Vardas8940                       Pavarde8940                         4.83               
           Vardas8941                       Pavarde8941                         0.50               
           Vardas8945                       Pavarde8945                         4.24               
           Vardas8947                       Pavarde8947                         3.80               
           Vardas8953                       Pavarde8953                         3.96               
           Vardas8954                       Pavarde8954                         3.11               
           Vardas8955                       Pavarde8955                         1.71               
           Vardas8957                       Pavarde8957                         2.54               
           Vardas8958                       Pavarde8958                         2.15               
           Vardas8959                       Pavarde8959                         1.84               
           Vardas8962                       Pavarde8962                         3.57               
           Vardas8965                       Pavarde8965                         4.11               
           Vardas8966                       Pavarde8966                         4.56               
           Vardas8968                       Pavarde8968                         4.26               
           Vardas8969                       Pavarde8969                         3.39               
           Vardas8971                       Pavarde8971                         1.91               
           Vardas8972                       Pavarde8972                         2.32               
           Vardas8975                       Pavarde8975                         1.47               
           Vardas8976                       Pavarde8976                         2.90               
           Vardas8977                       Pavarde8977                         2.11               
           Vardas8978                       Pavarde8978                         4.30               
           Vardas8980                       Pavarde8980                         1.51               
           Vardas8981                       Pavarde8981                         3.40               
           Vardas8982                       Pavarde8982                         4.79               
           Vardas8986                       Pavarde8986                         2.26               
           Vardas8987                       Pavarde8987                         2.99               
           Vardas8989                       Pavarde8989                         4.71               
           Vardas8991                       Pavarde8991                         4.86               
           Vardas8992                       Pavarde8992                         2.92               
           Vardas8995                       Pavarde8995                         2.69               
           Vardas8996                       Pavarde8996                         2.91               
           Vardas8997                       Pavarde8997                         2.09               
           Vardas8998                       Pavarde8998                         3.47               
           Vardas9000                       Pavarde9000                         2.93               
           Vardas9001                       Pavarde9001                         2.28               
           Vardas9006                       Pavarde9006                         4.70               
           Vardas9007                       Pavarde9007                         2.88               
           Vardas9008                       Pavarde9008                         2.45               
           Vardas9010                       Pavarde9010                         4.98               
           Vardas9016                       Pavarde9016                         4.03               
           Vardas9017                       Pavarde9017                         4.07               
           Vardas9018                       Pavarde9018                         1.79               
           Vardas9020                       Pavarde9020                         4.99               
           Vardas9024                       Pavarde9024                         4.22               
           Vardas9025                       Pavarde9025                         2.77               
           Vardas9026                       Pavarde9026                         4.20               
           Vardas9028                       Pavarde9028                         2.87               
           Vardas9029                       Pavarde9029                         3.30               
           Vardas9032                       Pavarde9032                         2.31               
           Vardas9034                       Pavarde9034                         3.74               
           Vardas9036                       Pavarde9036                         1.74               
           Vardas9039                       Pavarde9039                         2.22               
           Vardas9040                       Pavarde9040                         4.62               
           Vardas9041                       Pavarde9041                         2.00               
           Vardas9043                       Pavarde9043                         1.86               
           Vardas9044                       Pavarde9044                         3.19               
           Vardas9045                       Pavarde9045                         3.82               
           Vardas9047                       Pavarde9047                         3.35               
           Vardas9054                       Pavarde9054                         3.40               
           Vardas9057                       Pavarde9057                         3.94               
           Vardas9058                       Pavarde9058                         3.42               
           Vardas9059                       Pavarde9059                         2.14               
           Vardas9060                       Pavarde9060                         3.68               
           Vardas9061                       Pavarde9061                         4.67               
           Vardas9063                       Pavarde9063                         4.29               
           Vardas9064                       Pavarde9064                         1.81               
           Vardas9066                       Pavarde9066                         3.16               
           Vardas9067                       Pavarde9067                         2.09               
           Vardas9069                       Pavarde9069                         3.04               
           Vardas9070                       Pavarde9070                         4.20               
           Vardas9072                       Pavarde9072                         2.18               
           Vardas9079                       Pavarde9079                         4.50               
           Vardas9080                       Pavarde9080                         4.38               
           Vardas9083                       Pavarde9083                         2.59               
           Vardas9086                       Pavarde9086                         1.67               
           Vardas9089                       Pavarde9089                         1.94               
           Vardas9090                       Pavarde9090                         4.56               
           Vardas9093                       Pavarde9093                         4.86               
           Vardas9094                       Pavarde9094                         4.36               
           Vardas9095                       Pavarde9095                         1.86               
           Vardas9097                       Pavarde9097                         2.57               
           Vardas9099                       Pavarde9099                         2.08               
           Vardas9103                       Pavarde9103                         3.40               
           Vardas9106                       Pavarde9106                         2.46               
           Vardas9108                       Pavarde9108                         4.28               
           Vardas9110                       Pavarde9110                         2.12               
           Vardas9112                       Pavarde9112                         2.54               
           Vardas9113                       Pavarde9113                         2.13               
           Vardas9114                       Pavarde9114                         1.39               
           Vardas9117                       Pavarde9117                         3.03               
