             Vardas                           Pavarde                     Galutinis (Vid.)         
           Vardas7617                       Pavarde7617                         6.35               
           Vardas7619                       Pavarde7619                         7.95               
           Vardas7625                       Pavarde7625                         7.68               
           Vardas7627                       Pavarde7627                         7.38               
           Vardas7629                       Pavarde7629                         7.72               
           Vardas7634                       Pavarde7634                         7.04               
           Vardas7636                       Pavarde7636                         8.23               
           Vardas7638                       Pavarde7638                         8.55               
           Vardas7640                       Pavarde7640                         5.64               
           Vardas7641                       Pavarde7641                         6.06               
           Vardas7642                       Pavarde7642                         5.29               
           Vardas7643                       Pavarde7643                         5.07               
           Vardas7645                       Pavarde7645                         5.47               
           Vardas7646                       Pavarde7646                         6.69               
           Vardas7647                       Pavarde7647                         7.39               
           Vardas7649                       Pavarde7649                         5.31               
           Vardas7651                       Pavarde7651                         8.68               
           Vardas7656                       Pavarde7656                         7.81               
           Vardas7658                       Pavarde7658                         5.99               
           Vardas7659                       Pavarde7659                         5.95               
           Vardas7660                       Pavarde7660                         7.96               
           Vardas7665                       Pavarde7665                         6.40               
           Vardas7668                       Pavarde7668                         7.44               
           Vardas7670                       Pavarde7670                         7.87               
           Vardas7671                       Pavarde7671                         5.54               
           Vardas7672                       Pavarde7672                         7.89               
           Vardas7676                       Pavarde7676                         7.83               
           Vardas7679                       Pavarde7679                         6.87               
           Vardas7682                       Pavarde7682                         8.60               
           Vardas7683                       Pavarde7683                         6.24               
           Vardas7685                       Pavarde7685                         5.16               
           Vardas7687                       Pavarde7687                         7.98               
           Vardas7688                       Pavarde7688                         8.09               
           Vardas7690                       Pavarde7690                         8.38               
           Vardas7691                       Pavarde7691                         7.53               
           Vardas7692                       Pavarde7692                         7.90               
           Vardas7695                       Pavarde7695                         7.23               
           Vardas7698                       Pavarde7698                         5.60               
           Vardas7699                       Pavarde7699                         8.06               
           Vardas7700                       Pavarde7700                         7.05               
           Vardas7703                       Pavarde7703                         7.86               
           Vardas7704                       Pavarde7704                         6.26               
           Vardas7705                       Pavarde7705                         6.71               
           Vardas7708                       Pavarde7708                         5.09               
           Vardas7712                       Pavarde7712                         5.07               
           Vardas7713                       Pavarde7713                         5.26               
           Vardas7714                       Pavarde7714                         5.59               
           Vardas7715                       Pavarde7715                         8.02               
           Vardas7717                       Pavarde7717                         6.42               
           Vardas7718                       Pavarde7718                         6.06               
           Vardas7719                       Pavarde7719                         9.38               
           Vardas7724                       Pavarde7724                         7.36               
           Vardas7726                       Pavarde7726                         7.18               
           Vardas7727                       Pavarde7727                         6.83               
           Vardas7732                       Pavarde7732                         6.15               
           Vardas7733                       Pavarde7733                         6.04               
           Vardas7734                       Pavarde7734                         8.41               
           Vardas7736                       Pavarde7736                         6.25               
           Vardas7739                       Pavarde7739                         7.15               
           Vardas7740                       Pavarde7740                         6.20               
           Vardas7742                       Pavarde7742                         6.71               
           Vardas7743                       Pavarde7743                         5.27               
           Vardas7746                       Pavarde7746                         6.06               
           Vardas7753                       Pavarde7753                         5.71               
           Vardas7755                       Pavarde7755                         6.36               
           Vardas7757                       Pavarde7757                         8.26               
           Vardas7760                       Pavarde7760                         5.65               
           Vardas7761                       Pavarde7761                         7.27               
           Vardas7764                       Pavarde7764                         5.02               
           Vardas7767                       Pavarde7767                         7.38               
           Vardas7768                       Pavarde7768                         5.42               
           Vardas7769                       Pavarde7769                         8.48               
           Vardas7770                       Pavarde7770                         7.61               
           Vardas7771                       Pavarde7771                         5.52               
           Vardas7772                       Pavarde7772                         8.76               
           Vardas7773                       Pavarde7773                         7.82               
           Vardas7774                       Pavarde7774                         6.11               
           Vardas7775                       Pavarde7775                         5.21               
           Vardas7777                       Pavarde7777                         5.84               
           Vardas7780                       Pavarde7780                         5.87               
           Vardas7781                       Pavarde7781                         5.03               
           Vardas7782                       Pavarde7782                         5.10               
           Vardas7783                       Pavarde7783                         8.51               
           Vardas7784                       Pavarde7784                         7.55               
           Vardas7785                       Pavarde7785                         7.74               
           Vardas7788                       Pavarde7788                         7.50               
           Vardas7789                       Pavarde7789                         5.10               
           Vardas7791                       Pavarde7791                         6.26               
           Vardas7792                       Pavarde7792                         5.16               
           Vardas7794                       Pavarde7794                         6.52               
           Vardas7796                       Pavarde7796                         5.94               
           Vardas7799                       Pavarde7799                         8.68               
           Vardas7800                       Pavarde7800                         7.53               
           Vardas7802                       Pavarde7802                         5.59               
           Vardas7804                       Pavarde7804                         7.00               
           Vardas7806                       Pavarde7806                         6.61               
           Vardas7812                       Pavarde7812                         5.57               
           Vardas7813                       Pavarde7813                         6.87               
           Vardas7817                       Pavarde7817                         6.53               
           Vardas7818                       Pavarde7818                         5.64               
           Vardas7819                       Pavarde7819                         8.22               
           Vardas7821                       Pavarde7821                         5.58               
           Vardas7822                       Pavarde7822                         5.60               
           Vardas7824                       Pavarde7824                         7.43               
           Vardas7825                       Pavarde7825                         7.54               
           Vardas7826                       Pavarde7826                         6.91               
           Vardas7827                       Pavarde7827                         7.47               
           Vardas7829                       Pavarde7829                         8.07               
           Vardas7831                       Pavarde7831                         7.49               
           Vardas7833                       Pavarde7833                         8.19               
           Vardas7834                       Pavarde7834                         5.73               
           Vardas7835                       Pavarde7835                         5.99               
           Vardas7840                       Pavarde7840                         5.18               
           Vardas7841                       Pavarde7841                         8.20               
           Vardas7842                       Pavarde7842                         5.84               
           Vardas7843                       Pavarde7843                         6.22               
           Vardas7845                       Pavarde7845                         7.86               
           Vardas7848                       Pavarde7848                         6.91               
           Vardas7849                       Pavarde7849                         7.10               
           Vardas7852                       Pavarde7852                         8.12               
           Vardas7853                       Pavarde7853                         7.20               
           Vardas7858                       Pavarde7858                         8.58               
           Vardas7862                       Pavarde7862                         5.30               
           Vardas7864                       Pavarde7864                         7.71               
           Vardas7865                       Pavarde7865                         6.62               
           Vardas7866                       Pavarde7866                         8.24               
           Vardas7868                       Pavarde7868                         5.28               
           Vardas7870                       Pavarde7870                         6.88               
           Vardas7872                       Pavarde7872                         6.20               
           Vardas7873                       Pavarde7873                         7.79               
           Vardas7875                       Pavarde7875                         5.74               
           Vardas7876                       Pavarde7876                         6.18               
           Vardas7877                       Pavarde7877                         7.30               
           Vardas7879                       Pavarde7879                         6.30               
           Vardas7881                       Pavarde7881                         8.09               
           Vardas7882                       Pavarde7882                         6.07               
           Vardas7887                       Pavarde7887                         8.53               
           Vardas7889                       Pavarde7889                         5.46               
           Vardas7894                       Pavarde7894                         7.27               
           Vardas7895                       Pavarde7895                         7.49               
           Vardas7898                       Pavarde7898                         8.21               
           Vardas7903                       Pavarde7903                         5.22               
           Vardas7904                       Pavarde7904                         6.91               
           Vardas7907                       Pavarde7907                         7.67               
           Vardas7909                       Pavarde7909                         6.70               
           Vardas7910                       Pavarde7910                         7.60               
           Vardas7911                       Pavarde7911                         7.70               
           Vardas7912                       Pavarde7912                         5.59               
           Vardas7914                       Pavarde7914                         6.53               
           Vardas7915                       Pavarde7915                         5.35               
           Vardas7917                       Pavarde7917                         6.30               
           Vardas7918                       Pavarde7918                         7.76               
           Vardas7919                       Pavarde7919                         5.25               
           Vardas7920                       Pavarde7920                         5.03               
           Vardas7921                       Pavarde7921                         7.89               
           Vardas7922                       Pavarde7922                         8.45               
           Vardas7924                       Pavarde7924                         7.44               
           Vardas7926                       Pavarde7926                         6.19               
           Vardas7929                       Pavarde7929                         5.38               
           Vardas7932                       Pavarde7932                         7.07               
           Vardas7934                       Pavarde7934                         6.46               
           Vardas7935                       Pavarde7935                         8.05               
           Vardas7936                       Pavarde7936                         6.23               
           Vardas7939                       Pavarde7939                         6.19               
           Vardas7941                       Pavarde7941                         7.20               
           Vardas7942                       Pavarde7942                         5.91               
           Vardas7945                       Pavarde7945                         5.89               
           Vardas7948                       Pavarde7948                         6.98               
           Vardas7949                       Pavarde7949                         7.25               
           Vardas7951                       Pavarde7951                         7.10               
           Vardas7954                       Pavarde7954                         5.05               
           Vardas7955                       Pavarde7955                         6.38               
           Vardas7956                       Pavarde7956                         5.90               
           Vardas7957                       Pavarde7957                         6.92               
           Vardas7960                       Pavarde7960                         8.30               
           Vardas7964                       Pavarde7964                         5.73               
           Vardas7966                       Pavarde7966                         8.01               
           Vardas7967                       Pavarde7967                         7.03               
           Vardas7968                       Pavarde7968                         8.54               
           Vardas7970                       Pavarde7970                         6.62               
           Vardas7971                       Pavarde7971                         5.89               
           Vardas7973                       Pavarde7973                         6.04               
           Vardas7974                       Pavarde7974                         8.24               
           Vardas7975                       Pavarde7975                         7.57               
           Vardas7977                       Pavarde7977                         6.70               
           Vardas7978                       Pavarde7978                         7.00               
           Vardas7979                       Pavarde7979                         5.68               
           Vardas7980                       Pavarde7980                         7.92               
           Vardas7981                       Pavarde7981                         6.70               
           Vardas7982                       Pavarde7982                         5.99               
           Vardas7983                       Pavarde7983                         5.56               
           Vardas7984                       Pavarde7984                         5.05               
           Vardas7985                       Pavarde7985                         8.05               
           Vardas7987                       Pavarde7987                         5.32               
           Vardas7990                       Pavarde7990                         7.03               
           Vardas7992                       Pavarde7992                         7.42               
           Vardas7993                       Pavarde7993                         5.50               
           Vardas7995                       Pavarde7995                         7.02               
           Vardas7996                       Pavarde7996                         8.10               
           Vardas7998                       Pavarde7998                         8.17               
           Vardas7999                       Pavarde7999                         8.40               
           Vardas8000                       Pavarde8000                         5.96               
           Vardas8002                       Pavarde8002                         6.23               
           Vardas8003                       Pavarde8003                         7.90               
           Vardas8007                       Pavarde8007                         7.50               
           Vardas8008                       Pavarde8008                         7.68               
           Vardas8012                       Pavarde8012                         5.18               
           Vardas8015                       Pavarde8015                         8.01               
           Vardas8016                       Pavarde8016                         6.07               
           Vardas8017                       Pavarde8017                         5.44               
           Vardas8018                       Pavarde8018                         8.76               
           Vardas8019                       Pavarde8019                         5.86               
           Vardas8022                       Pavarde8022                         6.49               
           Vardas8024                       Pavarde8024                         6.77               
           Vardas8025                       Pavarde8025                         9.17               
           Vardas8026                       Pavarde8026                         6.20               
           Vardas8028                       Pavarde8028                         7.12               
           Vardas8030                       Pavarde8030                         6.05               
           Vardas8031                       Pavarde8031                         7.98               
           Vardas8032                       Pavarde8032                         6.63               
           Vardas8036                       Pavarde8036                         8.15               
           Vardas8040                       Pavarde8040                         6.47               
           Vardas8044                       Pavarde8044                         7.47               
           Vardas8045                       Pavarde8045                         5.87               
           Vardas8047                       Pavarde8047                         5.85               
           Vardas8051                       Pavarde8051                         6.56               
           Vardas8052                       Pavarde8052                         6.91               
           Vardas8054                       Pavarde8054                         7.38               
           Vardas8055                       Pavarde8055                         5.40               
           Vardas8057                       Pavarde8057                         5.56               
           Vardas8059                       Pavarde8059                         5.69               
           Vardas8061                       Pavarde8061                         6.77               
           Vardas8062                       Pavarde8062                         6.97               
           Vardas8064                       Pavarde8064                         7.30               
           Vardas8066                       Pavarde8066                         6.06               
           Vardas8068                       Pavarde8068                         5.60               
           Vardas8071                       Pavarde8071                         8.61               
           Vardas8072                       Pavarde8072                         6.70               
           Vardas8078                       Pavarde8078                         5.26               
           Vardas8079                       Pavarde8079                         8.31               
           Vardas8080                       Pavarde8080                         6.36               
           Vardas8081                       Pavarde8081                         6.39               
           Vardas8082                       Pavarde8082                         7.36               
           Vardas8084                       Pavarde8084                         6.31               
           Vardas8085                       Pavarde8085                         7.18               
           Vardas8088                       Pavarde8088                         8.12               
           Vardas8091                       Pavarde8091                         6.70               
           Vardas8092                       Pavarde8092                         8.38               
           Vardas8093                       Pavarde8093                         5.78               
           Vardas8094                       Pavarde8094                         5.64               
           Vardas8098                       Pavarde8098                         5.36               
           Vardas8100                       Pavarde8100                         5.07               
           Vardas8101                       Pavarde8101                         6.58               
           Vardas8103                       Pavarde8103                         8.17               
           Vardas8104                       Pavarde8104                         5.59               
           Vardas8108                       Pavarde8108                         6.47               
           Vardas8110                       Pavarde8110                         6.50               
           Vardas8111                       Pavarde8111                         8.02               
           Vardas8112                       Pavarde8112                         6.56               
           Vardas8113                       Pavarde8113                         6.62               
           Vardas8114                       Pavarde8114                         5.55               
           Vardas8123                       Pavarde8123                         7.43               
           Vardas8124                       Pavarde8124                         5.25               
           Vardas8127                       Pavarde8127                         7.38               
           Vardas8128                       Pavarde8128                         6.13               
           Vardas8130                       Pavarde8130                         8.25               
           Vardas8134                       Pavarde8134                         6.75               
           Vardas8135                       Pavarde8135                         8.00               
           Vardas8137                       Pavarde8137                         7.22               
           Vardas8138                       Pavarde8138                         6.83               
           Vardas8139                       Pavarde8139                         5.31               
           Vardas8140                       Pavarde8140                         5.03               
           Vardas8145                       Pavarde8145                         6.04               
           Vardas8146                       Pavarde8146                         5.28               
           Vardas8147                       Pavarde8147                         8.47               
           Vardas8149                       Pavarde8149                         7.64               
           Vardas8150                       Pavarde8150                         7.74               
           Vardas8154                       Pavarde8154                         7.68               
           Vardas8155                       Pavarde8155                         5.08               
           Vardas8156                       Pavarde8156                         5.82               
           Vardas8158                       Pavarde8158                         9.01               
           Vardas8159                       Pavarde8159                         7.19               
           Vardas8160                       Pavarde8160                         5.05               
           Vardas8161                       Pavarde8161                         7.02               
           Vardas8165                       Pavarde8165                         6.18               
           Vardas8168                       Pavarde8168                         7.63               
           Vardas8169                       Pavarde8169                         6.63               
           Vardas8175                       Pavarde8175                         6.89               
           Vardas8180                       Pavarde8180                         6.95               
           Vardas8182                       Pavarde8182                         7.99               
           Vardas8184                       Pavarde8184                         6.60               
           Vardas8186                       Pavarde8186                         8.09               
           Vardas8188                       Pavarde8188                         7.70               
           Vardas8189                       Pavarde8189                         6.72               
           Vardas8191                       Pavarde8191                         5.40               
           Vardas8193                       Pavarde8193                         8.19               
           Vardas8196                       Pavarde8196                         5.88               
           Vardas8203                       Pavarde8203                         6.50               
           Vardas8204                       Pavarde8204                         6.19               
           Vardas8206                       Pavarde8206                         5.89               
           Vardas8207                       Pavarde8207                         5.31               
           Vardas8213                       Pavarde8213                         7.11               
           Vardas8214                       Pavarde8214                         7.35               
           Vardas8217                       Pavarde8217                         7.83               
           Vardas8218                       Pavarde8218                         6.81               
           Vardas8220                       Pavarde8220                         8.48               
           Vardas8221                       Pavarde8221                         7.46               
           Vardas8225                       Pavarde8225                         7.51               
           Vardas8227                       Pavarde8227                         8.64               
           Vardas8228                       Pavarde8228                         7.71               
           Vardas8229                       Pavarde8229                         7.06               
           Vardas8230                       Pavarde8230                         7.66               
           Vardas8231                       Pavarde8231                         6.84               
           Vardas8232                       Pavarde8232                         5.96               
           Vardas8234                       Pavarde8234                         5.93               
           Vardas8238                       Pavarde8238                         7.56               
           Vardas8247                       Pavarde8247                         5.64               
           Vardas8249                       Pavarde8249                         7.58               
           Vardas8250                       Pavarde8250                         6.59               
           Vardas8253                       Pavarde8253                         7.97               
           Vardas8254                       Pavarde8254                         8.27               
           Vardas8257                       Pavarde8257                         5.01               
           Vardas8259                       Pavarde8259                         7.03               
           Vardas8264                       Pavarde8264                         7.70               
           Vardas8265                       Pavarde8265                         6.63               
           Vardas8266                       Pavarde8266                         5.78               
           Vardas8269                       Pavarde8269                         5.36               
           Vardas8271                       Pavarde8271                         5.05               
           Vardas8273                       Pavarde8273                         6.75               
           Vardas8276                       Pavarde8276                         7.88               
           Vardas8277                       Pavarde8277                         8.14               
           Vardas8278                       Pavarde8278                         7.76               
           Vardas8279                       Pavarde8279                         7.97               
           Vardas8280                       Pavarde8280                         7.82               
           Vardas8281                       Pavarde8281                         7.78               
           Vardas8283                       Pavarde8283                         6.35               
           Vardas8285                       Pavarde8285                         5.67               
           Vardas8286                       Pavarde8286                         8.30               
           Vardas8290                       Pavarde8290                         5.33               
           Vardas8292                       Pavarde8292                         6.95               
           Vardas8294                       Pavarde8294                         8.13               
           Vardas8297                       Pavarde8297                         6.91               
           Vardas8300                       Pavarde8300                         7.94               
           Vardas8301                       Pavarde8301                         6.78               
           Vardas8303                       Pavarde8303                         6.78               
           Vardas8306                       Pavarde8306                         7.46               
           Vardas8307                       Pavarde8307                         6.12               
           Vardas8309                       Pavarde8309                         7.59               
           Vardas8313                       Pavarde8313                         7.24               
           Vardas8317                       Pavarde8317                         7.36               
           Vardas8319                       Pavarde8319                         5.12               
           Vardas8322                       Pavarde8322                         6.07               
           Vardas8323                       Pavarde8323                         5.80               
           Vardas8324                       Pavarde8324                         6.58               
           Vardas8329                       Pavarde8329                         5.63               
           Vardas8333                       Pavarde8333                         7.98               
           Vardas8338                       Pavarde8338                         8.48               
           Vardas8340                       Pavarde8340                         6.44               
           Vardas8344                       Pavarde8344                         8.21               
           Vardas8345                       Pavarde8345                         5.42               
           Vardas8347                       Pavarde8347                         6.95               
           Vardas8348                       Pavarde8348                         5.08               
           Vardas8352                       Pavarde8352                         6.48               
           Vardas8354                       Pavarde8354                         5.35               
           Vardas8355                       Pavarde8355                         6.81               
           Vardas8357                       Pavarde8357                         7.41               
           Vardas8360                       Pavarde8360                         8.40               
           Vardas8361                       Pavarde8361                         6.77               
           Vardas8362                       Pavarde8362                         6.95               
           Vardas8363                       Pavarde8363                         6.17               
           Vardas8365                       Pavarde8365                         7.94               
           Vardas8366                       Pavarde8366                         7.31               
           Vardas8367                       Pavarde8367                         6.38               
           Vardas8368                       Pavarde8368                         7.94               
           Vardas8369                       Pavarde8369                         5.66               
           Vardas8373                       Pavarde8373                         8.84               
           Vardas8374                       Pavarde8374                         7.87               
           Vardas8375                       Pavarde8375                         7.19               
           Vardas8377                       Pavarde8377                         8.06               
           Vardas8378                       Pavarde8378                         6.14               
           Vardas8379                       Pavarde8379                         6.91               
           Vardas8381                       Pavarde8381                         7.43               
           Vardas8382                       Pavarde8382                         6.33               
           Vardas8386                       Pavarde8386                         6.29               
           Vardas8387                       Pavarde8387                         7.09               
           Vardas8388                       Pavarde8388                         7.34               
           Vardas8391                       Pavarde8391                         8.45               
           Vardas8394                       Pavarde8394                         5.22               
           Vardas8395                       Pavarde8395                         6.23               
           Vardas8396                       Pavarde8396                         5.47               
           Vardas8400                       Pavarde8400                         5.47               
           Vardas8401                       Pavarde8401                         7.33               
           Vardas8402                       Pavarde8402                         6.40               
           Vardas8407                       Pavarde8407                         5.24               
           Vardas8409                       Pavarde8409                         5.64               
           Vardas8411                       Pavarde8411                         6.90               
           Vardas8412                       Pavarde8412                         6.27               
           Vardas8413                       Pavarde8413                         5.61               
           Vardas8414                       Pavarde8414                         6.82               
           Vardas8417                       Pavarde8417                         5.56               
           Vardas8419                       Pavarde8419                         7.19               
           Vardas8421                       Pavarde8421                         5.76               
           Vardas8422                       Pavarde8422                         6.10               
           Vardas8427                       Pavarde8427                         7.77               
           Vardas8429                       Pavarde8429                         5.52               
           Vardas8431                       Pavarde8431                         6.29               
           Vardas8432                       Pavarde8432                         5.03               
           Vardas8433                       Pavarde8433                         7.27               
           Vardas8434                       Pavarde8434                         7.30               
           Vardas8435                       Pavarde8435                         8.32               
           Vardas8436                       Pavarde8436                         6.68               
           Vardas8437                       Pavarde8437                         6.39               
           Vardas8438                       Pavarde8438                         6.56               
           Vardas8441                       Pavarde8441                         8.06               
           Vardas8442                       Pavarde8442                         6.16               
           Vardas8443                       Pavarde8443                         5.11               
           Vardas8444                       Pavarde8444                         8.32               
           Vardas8448                       Pavarde8448                         7.29               
           Vardas8449                       Pavarde8449                         6.75               
           Vardas8451                       Pavarde8451                         6.03               
           Vardas8452                       Pavarde8452                         7.64               
           Vardas8458                       Pavarde8458                         7.26               
           Vardas8459                       Pavarde8459                         5.15               
           Vardas8461                       Pavarde8461                         6.85               
           Vardas8462                       Pavarde8462                         6.69               
           Vardas8463                       Pavarde8463                         7.52               
           Vardas8464                       Pavarde8464                         8.08               
           Vardas8467                       Pavarde8467                         5.87               
           Vardas8470                       Pavarde8470                         5.04               
           Vardas8472                       Pavarde8472                         7.69               
           Vardas8474                       Pavarde8474                         5.50               
           Vardas8475                       Pavarde8475                         5.21               
           Vardas8477                       Pavarde8477                         8.44               
           Vardas8478                       Pavarde8478                         6.57               
           Vardas8480                       Pavarde8480                         7.04               
           Vardas8481                       Pavarde8481                         7.04               
           Vardas8483                       Pavarde8483                         5.77               
           Vardas8484                       Pavarde8484                         6.73               
           Vardas8489                       Pavarde8489                         6.73               
           Vardas8492                       Pavarde8492                         5.65               
           Vardas8493                       Pavarde8493                         5.82               
           Vardas8494                       Pavarde8494                         6.66               
           Vardas8495                       Pavarde8495                         7.39               
           Vardas8496                       Pavarde8496                         7.60               
           Vardas8497                       Pavarde8497                         5.45               
           Vardas8498                       Pavarde8498                         5.64               
           Vardas8500                       Pavarde8500                         5.53               
           Vardas8502                       Pavarde8502                         5.52               
           Vardas8505                       Pavarde8505                         8.39               
           Vardas8506                       Pavarde8506                         7.41               
