             Vardas                           Pavarde                     Galutinis (Vid.)         
           Vardas8022                       Pavarde8022                         2.20               
           Vardas8023                       Pavarde8023                         5.51               
           Vardas8024                       Pavarde8024                         7.81               
           Vardas8025                       Pavarde8025                         8.14               
           Vardas8026                       Pavarde8026                         6.91               
           Vardas8027                       Pavarde8027                         3.40               
           Vardas8028                       Pavarde8028                         3.40               
           Vardas8029                       Pavarde8029                         7.71               
           Vardas8030                       Pavarde8030                         7.37               
           Vardas8031                       Pavarde8031                         4.29               
           Vardas8032                       Pavarde8032                         2.29               
           Vardas8033                       Pavarde8033                         2.03               
           Vardas8034                       Pavarde8034                         2.37               
           Vardas8035                       Pavarde8035                         8.31               
           Vardas8036                       Pavarde8036                         5.57               
           Vardas8037                       Pavarde8037                         6.45               
           Vardas8038                       Pavarde8038                         8.05               
           Vardas8039                       Pavarde8039                         1.24               
           Vardas8040                       Pavarde8040                         6.33               
           Vardas8041                       Pavarde8041                         5.02               
           Vardas8042                       Pavarde8042                         2.38               
           Vardas8043                       Pavarde8043                         7.82               
           Vardas8044                       Pavarde8044                         6.47               
           Vardas8045                       Pavarde8045                         1.72               
           Vardas8046                       Pavarde8046                         5.87               
           Vardas8047                       Pavarde8047                         7.40               
           Vardas8048                       Pavarde8048                         6.21               
           Vardas8049                       Pavarde8049                         2.36               
           Vardas8050                       Pavarde8050                         7.05               
           Vardas8051                       Pavarde8051                         4.99               
           Vardas8052                       Pavarde8052                         4.78               
           Vardas8053                       Pavarde8053                         2.33               
           Vardas8054                       Pavarde8054                         5.43               
           Vardas8055                       Pavarde8055                         4.83               
           Vardas8056                       Pavarde8056                         6.01               
           Vardas8057                       Pavarde8057                         8.63               
           Vardas8058                       Pavarde8058                         6.68               
           Vardas8059                       Pavarde8059                         2.66               
           Vardas8060                       Pavarde8060                         5.47               
           Vardas8061                       Pavarde8061                         7.31               
           Vardas8062                       Pavarde8062                         2.13               
           Vardas8063                       Pavarde8063                         4.69               
           Vardas8064                       Pavarde8064                         6.66               
           Vardas8065                       Pavarde8065                         8.31               
           Vardas8066                       Pavarde8066                         6.76               
           Vardas8067                       Pavarde8067                         5.37               
           Vardas8068                       Pavarde8068                         8.86               
           Vardas8069                       Pavarde8069                         5.87               
           Vardas8070                       Pavarde8070                         7.50               
           Vardas8071                       Pavarde8071                         8.09               
           Vardas8072                       Pavarde8072                         3.91               
           Vardas8073                       Pavarde8073                         3.10               
           Vardas8074                       Pavarde8074                         7.04               
           Vardas8075                       Pavarde8075                         6.52               
           Vardas8076                       Pavarde8076                         6.41               
           Vardas8077                       Pavarde8077                         4.84               
           Vardas8078                       Pavarde8078                         6.71               
           Vardas8079                       Pavarde8079                         7.92               
           Vardas8080                       Pavarde8080                         5.48               
           Vardas8081                       Pavarde8081                         7.31               
           Vardas8082                       Pavarde8082                         5.42               
           Vardas8083                       Pavarde8083                         6.15               
           Vardas8084                       Pavarde8084                         5.03               
           Vardas8085                       Pavarde8085                         7.05               
           Vardas8086                       Pavarde8086                         5.22               
           Vardas8087                       Pavarde8087                         8.49               
           Vardas8088                       Pavarde8088                         3.66               
           Vardas8089                       Pavarde8089                         2.22               
           Vardas8090                       Pavarde8090                         4.26               
           Vardas8091                       Pavarde8091                         5.29               
           Vardas8092                       Pavarde8092                         3.13               
           Vardas8093                       Pavarde8093                         5.32               
           Vardas8094                       Pavarde8094                         7.26               
           Vardas8095                       Pavarde8095                         3.75               
           Vardas8096                       Pavarde8096                         3.43               
           Vardas8097                       Pavarde8097                         7.30               
           Vardas8098                       Pavarde8098                         6.01               
           Vardas8099                       Pavarde8099                         7.86               
           Vardas8100                       Pavarde8100                         4.26               
           Vardas8101                       Pavarde8101                         4.43               
           Vardas8102                       Pavarde8102                         1.63               
           Vardas8103                       Pavarde8103                         8.29               
           Vardas8104                       Pavarde8104                         6.85               
           Vardas8105                       Pavarde8105                         4.66               
           Vardas8106                       Pavarde8106                         7.44               
           Vardas8107                       Pavarde8107                         7.56               
           Vardas8108                       Pavarde8108                         6.59               
           Vardas8109                       Pavarde8109                         4.75               
           Vardas8110                       Pavarde8110                         2.51               
           Vardas8111                       Pavarde8111                         2.37               
           Vardas8112                       Pavarde8112                         6.73               
           Vardas8113                       Pavarde8113                         5.21               
           Vardas8114                       Pavarde8114                         1.82               
           Vardas8115                       Pavarde8115                         7.57               
           Vardas8116                       Pavarde8116                         6.83               
           Vardas8117                       Pavarde8117                         5.39               
           Vardas8118                       Pavarde8118                         4.47               
           Vardas8119                       Pavarde8119                         3.70               
           Vardas8120                       Pavarde8120                         2.73               
           Vardas8121                       Pavarde8121                         4.36               
           Vardas8122                       Pavarde8122                         4.14               
           Vardas8123                       Pavarde8123                         8.07               
           Vardas8124                       Pavarde8124                         5.57               
           Vardas8125                       Pavarde8125                         1.82               
           Vardas8126                       Pavarde8126                         3.29               
           Vardas8127                       Pavarde8127                         5.53               
           Vardas8128                       Pavarde8128                         6.63               
           Vardas8129                       Pavarde8129                         4.92               
           Vardas8130                       Pavarde8130                         1.84               
           Vardas8131                       Pavarde8131                         7.68               
           Vardas8132                       Pavarde8132                         8.33               
           Vardas8133                       Pavarde8133                         3.71               
           Vardas8134                       Pavarde8134                         8.95               
           Vardas8135                       Pavarde8135                         1.37               
           Vardas8136                       Pavarde8136                         3.99               
           Vardas8137                       Pavarde8137                         6.25               
           Vardas8138                       Pavarde8138                         5.38               
           Vardas8139                       Pavarde8139                         7.61               
           Vardas8140                       Pavarde8140                         2.53               
           Vardas8141                       Pavarde8141                         2.81               
           Vardas8142                       Pavarde8142                         6.97               
           Vardas8143                       Pavarde8143                         4.96               
           Vardas8144                       Pavarde8144                         5.27               
           Vardas8145                       Pavarde8145                         5.33               
           Vardas8146                       Pavarde8146                         2.22               
           Vardas8147                       Pavarde8147                         5.57               
           Vardas8148                       Pavarde8148                         6.62               
           Vardas8149                       Pavarde8149                         5.78               
           Vardas8150                       Pavarde8150                         4.51               
           Vardas8151                       Pavarde8151                         8.21               
           Vardas8152                       Pavarde8152                         2.67               
           Vardas8153                       Pavarde8153                         1.83               
           Vardas8154                       Pavarde8154                         6.13               
           Vardas8155                       Pavarde8155                         6.65               
           Vardas8156                       Pavarde8156                         6.66               
           Vardas8157                       Pavarde8157                         4.49               
           Vardas8158                       Pavarde8158                         3.26               
           Vardas8159                       Pavarde8159                         2.35               
           Vardas8160                       Pavarde8160                         5.41               
           Vardas8161                       Pavarde8161                         3.46               
           Vardas8162                       Pavarde8162                         5.62               
           Vardas8163                       Pavarde8163                         2.28               
           Vardas8164                       Pavarde8164                         5.71               
           Vardas8165                       Pavarde8165                         4.67               
           Vardas8166                       Pavarde8166                         6.53               
           Vardas8167                       Pavarde8167                         5.41               
           Vardas8168                       Pavarde8168                         6.06               
           Vardas8169                       Pavarde8169                         8.35               
           Vardas8170                       Pavarde8170                         7.90               
           Vardas8171                       Pavarde8171                         6.04               
           Vardas8172                       Pavarde8172                         5.72               
           Vardas8173                       Pavarde8173                         8.36               
           Vardas8174                       Pavarde8174                         5.80               
           Vardas8175                       Pavarde8175                         1.40               
           Vardas8176                       Pavarde8176                         5.08               
           Vardas8177                       Pavarde8177                         3.58               
           Vardas8178                       Pavarde8178                         4.74               
           Vardas8179                       Pavarde8179                         4.38               
           Vardas8180                       Pavarde8180                         7.51               
           Vardas8181                       Pavarde8181                         1.82               
           Vardas8182                       Pavarde8182                         4.99               
           Vardas8183                       Pavarde8183                         5.47               
           Vardas8184                       Pavarde8184                         6.00               
           Vardas8185                       Pavarde8185                         5.44               
           Vardas8186                       Pavarde8186                         6.66               
           Vardas8187                       Pavarde8187                         5.03               
           Vardas8188                       Pavarde8188                         2.15               
           Vardas8189                       Pavarde8189                         3.64               
           Vardas8190                       Pavarde8190                         5.66               
           Vardas8191                       Pavarde8191                         6.29               
           Vardas8192                       Pavarde8192                         4.49               
           Vardas8193                       Pavarde8193                         6.38               
           Vardas8194                       Pavarde8194                         8.66               
           Vardas8195                       Pavarde8195                         6.81               
           Vardas8196                       Pavarde8196                         3.01               
           Vardas8197                       Pavarde8197                         4.95               
           Vardas8198                       Pavarde8198                         2.57               
           Vardas8199                       Pavarde8199                         6.17               
           Vardas8200                       Pavarde8200                         5.82               
           Vardas8201                       Pavarde8201                         5.25               
           Vardas8202                       Pavarde8202                         9.15               
           Vardas8203                       Pavarde8203                         1.39               
           Vardas8204                       Pavarde8204                         2.85               
           Vardas8205                       Pavarde8205                         6.48               
           Vardas8206                       Pavarde8206                         2.51               
           Vardas8207                       Pavarde8207                         8.07               
           Vardas8208                       Pavarde8208                         2.64               
           Vardas8209                       Pavarde8209                         2.29               
           Vardas8210                       Pavarde8210                         3.49               
           Vardas8211                       Pavarde8211                         6.63               
           Vardas8212                       Pavarde8212                         2.62               
           Vardas8213                       Pavarde8213                         7.17               
           Vardas8214                       Pavarde8214                         6.46               
           Vardas8215                       Pavarde8215                         2.48               
           Vardas8216                       Pavarde8216                         6.83               
           Vardas8217                       Pavarde8217                         8.42               
           Vardas8218                       Pavarde8218                         4.66               
           Vardas8219                       Pavarde8219                         7.83               
           Vardas8220                       Pavarde8220                         7.92               
           Vardas8221                       Pavarde8221                         2.95               
           Vardas8222                       Pavarde8222                         2.96               
           Vardas8223                       Pavarde8223                         5.93               
           Vardas8224                       Pavarde8224                         7.42               
           Vardas8225                       Pavarde8225                         6.50               
           Vardas8226                       Pavarde8226                         5.41               
           Vardas8227                       Pavarde8227                         7.43               
           Vardas8228                       Pavarde8228                         4.30               
           Vardas8229                       Pavarde8229                         1.66               
           Vardas8230                       Pavarde8230                         1.52               
           Vardas8231                       Pavarde8231                         7.96               
           Vardas8232                       Pavarde8232                         3.07               
           Vardas8233                       Pavarde8233                         7.32               
           Vardas8234                       Pavarde8234                         5.91               
           Vardas8235                       Pavarde8235                         5.83               
           Vardas8236                       Pavarde8236                         4.89               
           Vardas8237                       Pavarde8237                         3.87               
           Vardas8238                       Pavarde8238                         1.80               
           Vardas8239                       Pavarde8239                         7.76               
           Vardas8240                       Pavarde8240                         5.72               
           Vardas8241                       Pavarde8241                         4.92               
           Vardas8242                       Pavarde8242                         8.17               
           Vardas8243                       Pavarde8243                         2.11               
           Vardas8244                       Pavarde8244                         3.94               
           Vardas8245                       Pavarde8245                         1.86               
           Vardas8246                       Pavarde8246                         2.31               
           Vardas8247                       Pavarde8247                         5.90               
           Vardas8248                       Pavarde8248                         5.44               
           Vardas8249                       Pavarde8249                         7.20               
           Vardas8250                       Pavarde8250                         1.72               
           Vardas8251                       Pavarde8251                         3.70               
           Vardas8252                       Pavarde8252                         6.58               
           Vardas8253                       Pavarde8253                         6.24               
           Vardas8254                       Pavarde8254                         6.16               
           Vardas8255                       Pavarde8255                         4.70               
           Vardas8256                       Pavarde8256                         5.47               
           Vardas8257                       Pavarde8257                         3.31               
           Vardas8258                       Pavarde8258                         7.07               
           Vardas8259                       Pavarde8259                         4.30               
           Vardas8260                       Pavarde8260                         5.17               
           Vardas8261                       Pavarde8261                         1.65               
           Vardas8262                       Pavarde8262                         5.94               
           Vardas8263                       Pavarde8263                         4.06               
           Vardas8264                       Pavarde8264                         1.95               
           Vardas8265                       Pavarde8265                         5.71               
           Vardas8266                       Pavarde8266                         8.47               
           Vardas8267                       Pavarde8267                         5.57               
           Vardas8268                       Pavarde8268                         6.59               
           Vardas8269                       Pavarde8269                         6.36               
           Vardas8270                       Pavarde8270                         6.15               
           Vardas8271                       Pavarde8271                         1.99               
           Vardas8272                       Pavarde8272                         1.39               
           Vardas8273                       Pavarde8273                         7.46               
           Vardas8274                       Pavarde8274                         5.93               
           Vardas8275                       Pavarde8275                         1.48               
           Vardas8276                       Pavarde8276                         4.69               
           Vardas8277                       Pavarde8277                         5.13               
           Vardas8278                       Pavarde8278                         7.40               
           Vardas8279                       Pavarde8279                         2.60               
           Vardas8280                       Pavarde8280                         2.32               
           Vardas8281                       Pavarde8281                         4.58               
           Vardas8282                       Pavarde8282                         5.59               
           Vardas8283                       Pavarde8283                         4.34               
           Vardas8284                       Pavarde8284                         6.43               
           Vardas8285                       Pavarde8285                         7.35               
           Vardas8286                       Pavarde8286                         7.78               
           Vardas8287                       Pavarde8287                         1.39               
           Vardas8288                       Pavarde8288                         6.25               
           Vardas8289                       Pavarde8289                         5.10               
           Vardas8290                       Pavarde8290                         5.13               
           Vardas8291                       Pavarde8291                         2.16               
           Vardas8292                       Pavarde8292                         3.60               
           Vardas8293                       Pavarde8293                         8.12               
           Vardas8294                       Pavarde8294                         3.83               
           Vardas8295                       Pavarde8295                         5.49               
           Vardas8296                       Pavarde8296                         3.81               
           Vardas8297                       Pavarde8297                         8.94               
           Vardas8298                       Pavarde8298                         6.61               
           Vardas8299                       Pavarde8299                         6.69               
           Vardas8300                       Pavarde8300                         2.56               
           Vardas8301                       Pavarde8301                         5.07               
           Vardas8302                       Pavarde8302                         5.71               
           Vardas8303                       Pavarde8303                         4.01               
           Vardas8304                       Pavarde8304                         1.54               
           Vardas8305                       Pavarde8305                         1.64               
           Vardas8306                       Pavarde8306                         5.07               
           Vardas8307                       Pavarde8307                         7.71               
           Vardas8308                       Pavarde8308                         1.61               
           Vardas8309                       Pavarde8309                         4.60               
           Vardas8310                       Pavarde8310                         3.34               
           Vardas8311                       Pavarde8311                         6.58               
           Vardas8312                       Pavarde8312                         3.97               
           Vardas8313                       Pavarde8313                         6.71               
           Vardas8314                       Pavarde8314                         6.70               
           Vardas8315                       Pavarde8315                         6.29               
           Vardas8316                       Pavarde8316                         6.18               
           Vardas8317                       Pavarde8317                         7.31               
           Vardas8318                       Pavarde8318                         5.05               
           Vardas8319                       Pavarde8319                         9.45               
           Vardas8320                       Pavarde8320                         2.04               
           Vardas8321                       Pavarde8321                         7.10               
           Vardas8322                       Pavarde8322                         3.94               
           Vardas8323                       Pavarde8323                         2.94               
           Vardas8324                       Pavarde8324                         8.84               
           Vardas8325                       Pavarde8325                         7.84               
           Vardas8326                       Pavarde8326                         7.62               
           Vardas8327                       Pavarde8327                         3.08               
           Vardas8328                       Pavarde8328                         4.46               
           Vardas8329                       Pavarde8329                         7.86               
           Vardas8330                       Pavarde8330                         5.95               
           Vardas8331                       Pavarde8331                         1.87               
           Vardas8332                       Pavarde8332                         4.09               
           Vardas8333                       Pavarde8333                         2.90               
           Vardas8334                       Pavarde8334                         2.79               
           Vardas8335                       Pavarde8335                         3.60               
           Vardas8336                       Pavarde8336                         3.87               
           Vardas8337                       Pavarde8337                         6.76               
           Vardas8338                       Pavarde8338                         2.24               
           Vardas8339                       Pavarde8339                         3.34               
           Vardas8340                       Pavarde8340                         2.19               
           Vardas8341                       Pavarde8341                         1.65               
           Vardas8342                       Pavarde8342                         3.31               
           Vardas8343                       Pavarde8343                         4.97               
           Vardas8344                       Pavarde8344                         4.71               
           Vardas8345                       Pavarde8345                         2.81               
           Vardas8346                       Pavarde8346                         2.68               
           Vardas8347                       Pavarde8347                         8.25               
           Vardas8348                       Pavarde8348                         5.46               
           Vardas8349                       Pavarde8349                         2.95               
           Vardas8350                       Pavarde8350                         6.06               
           Vardas8351                       Pavarde8351                         5.43               
           Vardas8352                       Pavarde8352                         3.43               
           Vardas8353                       Pavarde8353                         3.25               
           Vardas8354                       Pavarde8354                         2.77               
           Vardas8355                       Pavarde8355                         5.14               
           Vardas8356                       Pavarde8356                         6.95               
           Vardas8357                       Pavarde8357                         4.15               
           Vardas8358                       Pavarde8358                         8.24               
           Vardas8359                       Pavarde8359                         7.89               
           Vardas8360                       Pavarde8360                         4.90               
           Vardas8361                       Pavarde8361                         5.42               
           Vardas8362                       Pavarde8362                         2.81               
           Vardas8363                       Pavarde8363                         4.35               
           Vardas8364                       Pavarde8364                         7.51               
           Vardas8365                       Pavarde8365                         6.66               
           Vardas8366                       Pavarde8366                         6.50               
           Vardas8367                       Pavarde8367                         4.21               
           Vardas8368                       Pavarde8368                         5.75               
           Vardas8369                       Pavarde8369                         5.05               
           Vardas8370                       Pavarde8370                         4.82               
           Vardas8371                       Pavarde8371                         8.59               
           Vardas8372                       Pavarde8372                         3.90               
           Vardas8373                       Pavarde8373                         7.63               
           Vardas8374                       Pavarde8374                         4.86               
           Vardas8375                       Pavarde8375                         6.88               
           Vardas8376                       Pavarde8376                         6.68               
           Vardas8377                       Pavarde8377                         2.28               
           Vardas8378                       Pavarde8378                         7.38               
           Vardas8379                       Pavarde8379                         6.69               
           Vardas8380                       Pavarde8380                         5.49               
           Vardas8381                       Pavarde8381                         7.32               
           Vardas8382                       Pavarde8382                         6.47               
           Vardas8383                       Pavarde8383                         2.50               
           Vardas8384                       Pavarde8384                         3.09               
           Vardas8385                       Pavarde8385                         3.75               
           Vardas8386                       Pavarde8386                         2.81               
           Vardas8387                       Pavarde8387                         6.12               
           Vardas8388                       Pavarde8388                         7.28               
           Vardas8389                       Pavarde8389                         6.75               
           Vardas8390                       Pavarde8390                         3.51               
           Vardas8391                       Pavarde8391                         4.57               
           Vardas8392                       Pavarde8392                         6.00               
           Vardas8393                       Pavarde8393                         7.12               
           Vardas8394                       Pavarde8394                         4.50               
           Vardas8395                       Pavarde8395                         6.02               
           Vardas8396                       Pavarde8396                         4.09               
           Vardas8397                       Pavarde8397                         7.02               
           Vardas8398                       Pavarde8398                         4.33               
           Vardas8399                       Pavarde8399                         1.64               
           Vardas8400                       Pavarde8400                         5.79               
           Vardas8401                       Pavarde8401                         3.79               
           Vardas8402                       Pavarde8402                         2.62               
           Vardas8403                       Pavarde8403                         8.68               
           Vardas8404                       Pavarde8404                         7.94               
           Vardas8405                       Pavarde8405                         8.25               
           Vardas8406                       Pavarde8406                         4.48               
           Vardas8407                       Pavarde8407                         3.86               
           Vardas8408                       Pavarde8408                         4.08               
           Vardas8409                       Pavarde8409                         8.15               
           Vardas8410                       Pavarde8410                         5.28               
           Vardas8411                       Pavarde8411                         3.35               
           Vardas8412                       Pavarde8412                         5.90               
           Vardas8413                       Pavarde8413                         3.77               
           Vardas8414                       Pavarde8414                         6.69               
           Vardas8415                       Pavarde8415                         5.84               
           Vardas8416                       Pavarde8416                         2.43               
           Vardas8417                       Pavarde8417                         8.48               
           Vardas8418                       Pavarde8418                         7.23               
           Vardas8419                       Pavarde8419                         7.55               
           Vardas8420                       Pavarde8420                         3.89               
           Vardas8421                       Pavarde8421                         5.19               
           Vardas8422                       Pavarde8422                         4.23               
           Vardas8423                       Pavarde8423                         3.14               
           Vardas8424                       Pavarde8424                         5.92               
           Vardas8425                       Pavarde8425                         8.36               
           Vardas8426                       Pavarde8426                         7.85               
           Vardas8427                       Pavarde8427                         4.11               
           Vardas8428                       Pavarde8428                         8.05               
           Vardas8429                       Pavarde8429                         4.21               
           Vardas8430                       Pavarde8430                         5.23               
           Vardas8431                       Pavarde8431                         3.32               
           Vardas8432                       Pavarde8432                         2.61               
           Vardas8433                       Pavarde8433                         8.13               
           Vardas8434                       Pavarde8434                         4.00               
           Vardas8435                       Pavarde8435                         5.87               
           Vardas8436                       Pavarde8436                         2.02               
           Vardas8437                       Pavarde8437                         2.40               
           Vardas8438                       Pavarde8438                         2.15               
           Vardas8439                       Pavarde8439                         3.62               
           Vardas8440                       Pavarde8440                         3.56               
           Vardas8441                       Pavarde8441                         2.65               
           Vardas8442                       Pavarde8442                         7.24               
           Vardas8443                       Pavarde8443                         4.14               
           Vardas8444                       Pavarde8444                         5.49               
           Vardas8445                       Pavarde8445                         7.49               
           Vardas8446                       Pavarde8446                         7.78               
           Vardas8447                       Pavarde8447                         5.64               
           Vardas8448                       Pavarde8448                         3.10               
           Vardas8449                       Pavarde8449                         1.96               
           Vardas8450                       Pavarde8450                         3.23               
           Vardas8451                       Pavarde8451                         3.93               
           Vardas8452                       Pavarde8452                         1.55               
           Vardas8453                       Pavarde8453                         5.84               
           Vardas8454                       Pavarde8454                         5.85               
           Vardas8455                       Pavarde8455                         6.25               
           Vardas8456                       Pavarde8456                         2.13               
           Vardas8457                       Pavarde8457                         5.03               
           Vardas8458                       Pavarde8458                         4.44               
           Vardas8459                       Pavarde8459                         4.49               
           Vardas8460                       Pavarde8460                         6.37               
           Vardas8461                       Pavarde8461                         4.32               
           Vardas8462                       Pavarde8462                         6.79               
           Vardas8463                       Pavarde8463                         3.55               
           Vardas8464                       Pavarde8464                         4.40               
           Vardas8465                       Pavarde8465                         4.77               
           Vardas8466                       Pavarde8466                         3.79               
           Vardas8467                       Pavarde8467                         5.00               
           Vardas8468                       Pavarde8468                         7.25               
           Vardas8469                       Pavarde8469                         1.37               
           Vardas8470                       Pavarde8470                         5.82               
           Vardas8471                       Pavarde8471                         2.59               
